120849	119434
120849	120050
120849	120894
45221	2109
45221	2556
45221	12039
45221	14009
45221	25995
45221	27311
45221	34009
45221	35917
45221	42719
45221	53929
45221	55713
45221	62940
45221	79371
45221	81564
45221	82881
45221	85351
45221	96913
45221	98586
45221	103115
45221	107351
45221	120849
55860	47174
55860	90618
16558	5034
16558	6908
16558	14212
16558	19204
16558	26413
16558	27862
16558	28563
16558	29083
16558	29226
16558	29502
16558	32650
16558	36182
16558	36528
16558	38171
16558	38810
16558	39521
16558	40990
16558	44278
16558	44479
16558	44943
16558	45009
16558	47556
16558	47763
16558	49586
16558	51866
16558	54055
16558	55494
16558	56494
16558	58182
16558	58243
16558	59915
16558	60117
16558	62859
16558	66707
16558	74172
16558	74497
16558	74590
16558	75847
16558	76915
16558	77816
16558	82261
16558	82558
16558	85451
16558	85744
16558	86738
16558	94915
16558	110325
16558	111082
16558	111303
16558	112609
16558	116337
16558	117140
16558	121037
16558	123951
16558	124231
16558	124765
16558	128081
16558	132594
124231	5034
124231	6908
124231	10054
124231	14212
124231	14439
124231	15695
124231	16168
124231	16558
124231	17146
124231	19204
124231	19812
124231	22979
124231	24897
124231	25452
124231	26413
124231	27862
124231	28563
124231	29083
124231	29502
124231	30790
124231	32003
124231	32650
124231	34009
124231	35550
124231	36182
124231	36528
124231	38171
124231	38810
124231	39521
124231	40990
124231	40995
124231	44019
124231	44278
124231	44479
124231	44943
124231	45009
124231	47556
124231	47763
124231	49586
124231	50632
124231	51866
124231	55494
124231	55583
124231	56494
124231	57150
124231	58182
124231	58243
124231	59097
124231	59915
124231	60117
124231	62859
124231	65267
124231	65889
124231	66707
124231	70413
124231	74172
124231	74497
124231	74590
124231	75847
124231	76915
124231	77816
124231	82261
124231	82558
124231	82798
124231	83560
124231	85451
124231	85607
124231	85744
124231	86738
124231	93903
124231	94504
124231	94915
124231	95872
124231	100794
124231	106176
124231	107056
124231	109819
124231	112609
124231	116337
124231	117140
124231	119231
124231	120050
124231	121037
124231	122747
124231	123951
124231	124765
124231	128081
124231	129446
124231	132594
124765	6908
124765	15695
124765	16558
124765	26413
124765	26647
124765	29083
124765	36528
124765	44479
124765	47556
124765	47763
124765	49586
124765	56494
124765	57150
124765	59097
124765	59915
124765	62063
124765	66707
124765	74172
124765	74590
124765	76915
124765	77816
124765	86738
124765	89558
124765	91025
124765	94915
124765	121037
124765	122877
124765	123951
124765	124231
124765	128893
124765	132594
128776	7783
128776	52171
128776	116173
122491	20664
122491	69191
122491	79629
122491	87760
122491	101890
15224	114
