38921	21728
38921	23986
38921	25535
38921	26876
38921	27862
38921	28210
38921	28516
38921	28787
38921	29083
38921	34608
38921	35290
38921	35299
38921	36907
38921	38109
38921	39696
38921	42994
38921	43105
38921	43850
38921	43891
38921	44087
38921	46847
38921	47856
38921	47857
38921	51306
38921	52322
38921	53890
38921	55045
38921	55404
38921	55999
38921	56494
38921	59151
38921	60390
38921	60471
38921	61461
38921	61686
38921	62496
38921	64054
38921	66006
38921	67410
38921	69493
38921	70060
38921	70618
38921	72233
38921	72380
38921	72941
38921	73543
38921	74059
38921	77480
38921	77580
38921	78424
38921	83003
38921	85323
38921	87214
38921	88348
38921	89588
38921	90127
38921	93271
38921	94138
38921	94140
38921	94235
38921	96641
38921	99239
38921	100394
38921	101108
38921	104802
38921	105528
38921	106274
38921	106763
38921	111385
38921	112848
38921	112868
38921	114635
38921	114967
38921	115209
38921	115607
38921	118103
38921	118359
38921	119664
38921	129483
38921	130165
73033	1713
73033	2889
73033	6387
73033	7565
73033	10564
73033	18662
73033	28994
73033	29902
73033	31928
73033	41283
73033	46554
73033	53940
73033	71689
73033	72052
73033	86651
73033	96145
73033	96848
73033	99690
73033	99741
73033	103549
73033	112476
73033	121071
73033	123233
73033	124585
115248	5180
115248	5181
115248	5424
115248	11569
115248	19387
115248	32057
115248	43744
115248	46360
115248	49458
115248	51729
115248	52139
115248	52526
115248	54064
115248	55010
115248	55050
115248	60750
115248	62348
115248	65613
115248	69643
115248	74210
115248	74702
115248	74827
115248	77785
115248	83095
115248	84903
115248	87579
115248	88712
115248	92626
115248	105997
115248	109771
115248	110413
115248	113049
115248	113298
115248	119110
115248	120604
115248	125089
115248	126830
115248	128697
115248	128838
115248	129608
115248	132492
115248	132803
115248	132878
115248	132879
43744	46360
43744	51729
43744	52139
43744	55050
43744	74827
43744	77785
43744	92626
43744	105997
43744	110413
43744	113049
43744	115248
43744	128838
46360	43744
46360	51729
46360	52139
46360	55050
46360	74827
46360	77785
46360	92626
46360	105997
46360	110413
46360	113049
46360	115248
46360	128838
51729	43744
51729	46360
51729	52139
51729	55050
51729	74827
51729	77785
51729	92626
51729	105997
51729	110413
51729	113049
51729	115248
51729	128838
52139	43744
52139	46360
52139	51729
52139	55050
52139	74827
52139	77785
52139	92626
52139	105997
52139	110413
52139	113049
52139	115248
52139	128838
55050	5180
55050	5181
55050	5424
55050	11569
55050	19387
55050	32057
55050	43744
55050	46360
55050	51729
55050	52139
55050	52526
55050	54064
55050	55010
55050	62348
55050	65613
55050	69643
55050	74210
55050	74702
55050	74827
55050	77785
55050	83095
55050	87579
55050	92626
55050	105997
55050	109771
55050	110413
55050	113049
55050	113298
55050	115248
55050	119110
55050	125089
55050	128697
55050	128838
55050	129608
55050	132492
55050	132878
55050	132879
105997	3645
105997	5180
105997	5181
105997	5424
105997	8705
105997	11569
105997	19387
105997	20518
105997	32057
105997	32323
105997	42498
105997	43744
105997	46360
105997	48071
105997	51489
105997	51729
105997	52139
105997	52217
105997	52526
105997	54064
105997	55010
105997	55050
105997	58645
105997	60754
105997	61502
105997	62348
105997	63076
105997	65613
105997	69643
105997	74210
105997	74702
105997	74827
105997	77785
105997	78361
105997	83095
105997	85296
105997	87579
105997	91070
105997	92626
105997	94524
105997	110413
105997	111539
105997	113049
105997	113298
105997	113528
105997	115248
105997	119462
105997	125089
105997	125678
105997	128697
105997	128838
105997	129608
105997	132492
105997	132525
105997	132878
105997	132879
110413	43744
110413	46360
110413	51729
110413	52139
110413	55050
110413	74827
110413	77785
110413	92626
110413	105997
110413	113049
110413	115248
110413	128838
113049	3337
113049	5180
113049	5181
113049	5424
113049	8106
113049	10341
113049	11569
113049	19387
113049	26067
113049	32057
113049	32650
113049	39577
113049	40772
113049	43744
113049	46360
113049	48071
113049	51729
113049	52139
113049	52526
113049	54064
113049	55010
113049	55050
113049	58233
113049	62348
113049	65613
113049	65753
113049	66511
113049	66526
113049	67471
113049	67893
113049	69643
113049	74210
113049	74702
113049	74827
113049	75664
113049	77785
113049	82498
113049	83095
113049	83160
113049	87579
113049	92626
113049	100315
113049	100456
113049	105997
113049	108608
113049	110319
113049	110413
113049	112605
113049	113298
113049	115248
113049	116071
113049	120174
113049	122178
113049	125089
113049	128697
113049	128838
113049	129600
113049	129608
113049	131018
