102661	121444
102661	126860
102661	130643
129948	57618
129948	63707
129948	113138
129948	118859
85750	890
85750	15872
85750	42065
85750	44072
85750	51517
85750	58666
85750	70225
85750	92832
115347	26590
115347	125733
46445	2372
46445	5666
46445	11705
46445	16115
46445	26590
46445	30730
46445	31304
46445	40495
46445	50627
46445	51548
46445	58246
46445	58254
46445	67336
46445	85399
46445	88948
46445	97387
46445	97415
88948	2109
88948	2372
88948	5666
88948	6345
88948	8094
88948	11041
88948	11705
88948	13440
88948	16115
88948	18314
88948	18984
88948	21718
88948	23099
88948	25385
88948	26590
88948	30730
88948	31304
88948	34090
88948	34535
88948	35666
88948	40495
88948	40720
88948	40855
88948	42355
88948	42505
88948	42551
88948	43160
88948	44612
88948	45541
88948	45603
88948	46445
88948	47968
88948	49387
88948	49669
88948	50627
88948	51548
88948	52735
88948	53213
88948	58246
88948	58254
88948	60975
88948	62589
88948	67336
88948	70107
88948	71075
88948	72216
88948	75223
88948	76749
88948	77052
88948	83172
88948	85351
88948	85399
88948	86050
88948	88644
88948	89732
88948	90186
88948	93504
88948	93544
88948	93579
88948	97387
88948	97415
88948	104103
88948	106639
88948	113390
88948	113663
88948	116498
88948	117350
88948	117830
88948	118468
88948	120618
88948	124741
88948	126834
51548	26590
51548	30730
51548	46445
51548	58254
51548	88948
51548	97387
51548	97415
97415	2372
97415	4815
97415	5666
97415	11705
97415	26590
97415	30730
97415	31304
97415	40495
97415	46445
97415	50627
97415	51548
97415	58246
97415	58254
97415	67336
97415	70107
97415	85399
97415	88948
97415	97387
97415	116498
97415	117830
97415	118468
58254	2372
58254	6345
58254	8094
58254	16115
58254	18314
58254	18984
58254	21718
58254	26590
58254	30730
58254	31304
58254	34090
58254	35666
58254	40855
58254	42355
58254	42505
58254	42551
58254	43160
58254	44612
58254	45541
58254	46445
58254	47968
58254	49387
58254	49669
58254	50627
58254	51548
58254	53213
58254	60975
58254	72216
58254	75223
58254	76749
58254	77052
58254	83172
58254	86050
58254	88644
58254	88948
58254	89732
58254	90186
58254	93504
58254	93544
58254	97037
58254	97387
58254	97415
58254	104103
58254	113390
58254	113663
58254	116498
58254	117350
58254	117830
58254	118468
58254	120618
58254	124741
58254	126830
58254	126834
58254	129289
10428	9080
10428	23648
10428	96448
80482	13353
80482	50264
80482	120094
1964	9602
1964	26503
1964	34676
1964	64665
1964	120443
1964	130006
120443	1964
120443	8106
120443	9602
120443	11472
120443	23789
120443	26503
120443	29355
120443	33526
120443	37378
120443	53079
120443	63822
120443	69321
120443	72046
120443	73917
120443	82498
120443	84844
120443	87128
120443	100875
120443	108188
120443	111046
120443	113622
120443	116146
120443	125184
26909	535
26909	29388
26909	30062
26909	55805
26909	62946
26909	74753
26909	85876
26909	87302
26909	89646
26909	106537
26909	114715
26909	131593
29388	304
29388	535
29388	766
29388	11022
29388	21404
29388	24417
29388	26908
29388	26909
29388	29389
29388	30062
29388	45641
29388	47865
29388	55805
29388	57894
29388	62946
29388	70002
29388	74753
29388	76706
29388	79960
29388	84660
29388	85876
29388	87302
29388	89646
29388	89745
29388	92233
29388	93271
29388	93517
29388	96190
29388	102117
29388	106537
29388	114715
29388	115607
29388	128820
29388	131593
62946	535
62946	11022
62946	26908
62946	26909
62946	29388
62946	29389
62946	30062
62946	55805
62946	74753
62946	85876
62946	87302
62946	89646
62946	89745
62946	102117
62946	106537
62946	114715
62946	131593
87302	535
87302	11022
87302	26908
87302	26909
87302	29388
87302	29389
87302	30062
87302	55805
87302	62946
87302	74753
87302	85876
87302	89646
87302	89745
87302	102117
87302	106537
87302	114715
87302	131593
89646	535
89646	26909
89646	29388
89646	30062
89646	55805
89646	62946
89646	74753
89646	85876
89646	87302
89646	106537
89646	114715
89646	131593
106537	535
106537	2736
106537	11022
106537	11513
106537	14129
106537	18164
106537	18694
106537	20766
106537	23211
106537	26591
106537	26908
106537	26909
106537	29388
106537	29389
106537	30062
106537	40440
106537	44087
106537	45107
106537	45229
106537	51897
106537	53703
106537	55409
106537	55805
106537	60010
106537	62946
106537	74753
106537	77480
106537	79811
106537	81647
106537	85740
106537	85876
106537	87302
106537	89646
106537	89745
106537	91756
106537	95357
106537	99023
106537	100077
106537	101523
106537	102117
106537	108958
106537	114715
106537	116284
106537	116319
106537	124529
106537	125910
106537	131593
30062	535
30062	11022
30062	26908
30062	26909
30062	29388
30062	29389
30062	55805
30062	62946
30062	74753
30062	85876
30062	87302
30062	89646
30062	89745
30062	102117
30062	106537
30062	114715
30062	131593
55805	535
55805	11006
55805	11022
55805	26908
55805	26909
55805	29388
55805	29389
55805	30062
55805	45009
55805	62946
55805	74753
55805	83519
55805	84477
55805	85876
55805	87302
55805	89646
55805	89745
55805	92475
55805	102117
55805	106537
55805	114715
55805	131593
85876	535
85876	11022
85876	26908
85876	26909
85876	29388
85876	29389
85876	30062
85876	55805
85876	62946
85876	74753
85876	87302
85876	89646
85876	89745
85876	102117
85876	106537
85876	114715
85876	131593
131593	535
131593	26909
131593	29388
131593	30062
131593	55805
131593	62946
131593	74753
131593	85876
131593	87302
131593	89646
131593	106537
131593	114715
117018	884
117018	3232
117018	28748
117018	46914
117018	50670
117018	60115
117018	61449
117018	61620
117018	62116
117018	80593
117018	84176
117018	87547
117018	87629
117018	107877
117018	109363
117018	116893
117018	116941
117018	130184
117018	131043
116017	2515
116017	4024
116017	7520
116017	8094
116017	11205
116017	13876
116017	17075
116017	26219
116017	29289
116017	38109
116017	38966
116017	42883
116017	46668
116017	54170
116017	54771
116017	57398
116017	58776
116017	62821
116017	67410
116017	68603
116017	72114
116017	76323
116017	76854
116017	84122
116017	86202
116017	89732
116017	90402
116017	91005
116017	93504
116017	101436
116017	101892
116017	102874
116017	109330
116017	121181
116017	122101
116017	124741
116017	131167
116017	131320
100456	3337
100456	8106
100456	10341
100456	26067
100456	32650
100456	39577
100456	40772
100456	48071
100456	48645
100456	52162
100456	58233
100456	65753
100456	66511
100456	66526
100456	67471
100456	67893
100456	75664
100456	82498
100456	83160
100456	100315
100456	108608
100456	110319
100456	111223
100456	112605
100456	113049
100456	116071
100456	120174
100456	122178
100456	129600
100456	131018
48645	1516
48645	13693
48645	27750
48645	52162
48645	52705
48645	100456
48645	110795
3043	6908
3043	13693
3043	28730
3043	37479
3043	39659
3043	47628
3043	75607
3043	82358
3043	86460
3043	88102
3043	100181
69515	5824
69515	10258
69515	22017
69515	24637
69515	68808
69515	88680
69515	106355
69515	112490
69515	113238
69515	116214
94966	4343
94966	5206
94966	47772
94966	47828
94966	68213
76888	1158
76888	3721
76888	6468
76888	11916
76888	17292
76888	21847
76888	22105
76888	26204
76888	33139
76888	33927
76888	43715
76888	48957
76888	51556
76888	52604
76888	58201
76888	64677
76888	65938
76888	74084
76888	76915
76888	80044
76888	80763
76888	80777
76888	81169
76888	86235
76888	86522
76888	86893
76888	89804
76888	89916
76888	91647
76888	94350
76888	97372
76888	101585
76888	106055
76888	110798
76888	114112
76888	118184
76888	123244
76888	124247
76888	124351
76888	124686
129148	9039
129148	106497
129148	126356
10718	82381
10718	114183
40447	40445
40445	40447
72444	13353
72444	30614
72444	68830
46454	14910
92539	31875
94315	35
94315	75855
82888	3887
34928	31638
34928	33380
34928	34218
34928	75546
34928	87885
5237	42417
5237	42430
42430	5237
42430	42417
70804	13353
70804	14706
70804	29131
70804	89027
70804	125058
89027	28978
89027	52768
89027	59688
